Date,dAg,dAu
24/10/2016,0.71,0.49
25/10/2016,-0.63,0.52
26/10/2016,0.00,0.93
27/10/2016,-0.53,0.45
28/10/2016,0.92,-0.66
31/10/2016,1.64,-0.20
01/11/2016,1.28,0.55
02/11/2016,-1.59,0.29
03/11/2016,1.13,-0.58
04/11/2016,-0.66,0.73
07/11/2016,0.47,-0.28
08/11/2016,1.74,1.14
09/11/2016,-0.56,1.09
10/11/2016,-0.92,-0.46
11/11/2016,-2.74,0.37
14/11/2016,-1.06,-1.23
15/11/2016,-0.54,-0.23
16/11/2016,0.73,-0.27
17/11/2016,-1.76,-1.04
18/11/2016,1.01,-1.57
21/11/2016,0.69,-1.36
22/11/2016,-1.09,1.05
23/11/2016,-1.23,0.43
24/11/2016,0.97,-0.45
25/11/2016,1.14,-1.13
28/11/2016,-0.92,0.52
29/11/2016,0.89,-0.41
30/11/2016,-1.49,-1.49
01/12/2016,0.55,0.25
02/12/2016,1.29,0.37
05/12/2016,1.01,-0.24
06/12/2016,-0.35,-0.19
07/12/2016,1.47,-0.84
08/12/2016,-1.03,-1.17
09/12/2016,-0.73,1.00
12/12/2016,0.94,-0.98
13/12/2016,0.77,0.94
14/12/2016,-2.38,0.66
15/12/2016,-0.75,-0.75
16/12/2016,-0.56,-0.80
19/12/2016,-1.12,-0.80
20/12/2016,1.21,0.46
21/12/2016,-1.27,0.57
22/12/2016,-0.44,-1.74
23/12/2016,0.84,0.64
28/12/2016,1.15,0.64
29/12/2016,1.06,-0.96
30/12/2016,-1.34,0.84
03/01/2017,1.72,-0.45
04/01/2017,1.02,0.54
05/01/2017,-0.92,1.00
06/01/2017,0.65,0.67
09/01/2017,0.94,1.07
10/01/2017,0.87,1.03
11/01/2017,0.85,-0.27
12/01/2017,-0.94,0.47
13/01/2017,0.60,0.97
16/01/2017,1.03,-0.96
17/01/2017,0.84,1.50
18/01/2017,-1.00,-1.10
19/01/2017,-0.59,1.03
20/01/2017,1.22,1.04
23/01/2017,-0.45,-0.33
24/01/2017,-1.01,-1.24
25/01/2017,-0.64,0.61
26/01/2017,-0.97,1.01
27/01/2017,1.55,0.57
30/01/2017,1.05,-1.34
31/01/2017,1.34,-0.67
01/02/2017,0.79,-0.64
02/02/2017,-1.56,0.82
03/02/2017,1.36,1.29
06/02/2017,0.00,-0.87
07/02/2017,0.89,1.23
08/02/2017,-0.38,-0.74
09/02/2017,-0.73,0.97
10/02/2017,1.41,0.59
13/02/2017,-0.60,0.95
14/02/2017,-0.37,-0.65
15/02/2017,1.11,-0.83
16/02/2017,-0.72,-0.70
17/02/2017,-0.37,0.83
20/02/2017,-0.71,-0.72
21/02/2017,0.78,1.15
22/02/2017,0.00,0.34
23/02/2017,1.22,-0.61
24/02/2017,0.62,-0.58
27/02/2017,-0.57,0.53
28/02/2017,0.52,0.95
01/03/2017,0.00,0.68
02/03/2017,-1.91,0.53
03/03/2017,0.92,-0.36
06/03/2017,-0.79,-1.10
07/03/2017,-1.30,-0.43
08/03/2017,-1.22,-0.97
09/03/2017,-1.21,0.60
10/03/2017,0.88,-1.08
13/03/2017,-0.34,-0.78
14/03/2017,-0.73,-0.47
15/03/2017,1.80,-0.57
16/03/2017,-0.59,0.36
17/03/2017,-0.99,0.18
20/03/2017,0.68,-0.69
21/03/2017,1.25,1.60
22/03/2017,-0.41,0.14
23/03/2017,0.68,0.48
24/03/2017,1.33,0.86
27/03/2017,0.00,0.77
28/03/2017,1.03,-0.35
29/03/2017,-0.41,0.00
30/03/2017,-0.47,0.90
31/03/2017,0.74,-0.15
03/04/2017,1.00,-0.70
04/04/2017,-0.66,-0.43
05/04/2017,-0.47,-0.56
06/04/2017,0.99,0.44
07/04/2017,-1.58,0.91
10/04/2017,0.00,-0.97
11/04/2017,1.44,0.73
12/04/2017,1.17,1.06
13/04/2017,-0.87,-1.14
18/04/2017,-1.04,0.48
19/04/2017,-0.41,1.31
20/04/2017,-1.07,0.88
21/04/2017,-0.97,-0.64
24/04/2017,0.41,0.09
25/04/2017,-1.18,0.49
26/04/2017,-0.86,-0.14
27/04/2017,-0.54,-0.99
28/04/2017,-1.63,-0.36
02/05/2017,-0.77,-0.69
03/05/2017,-1.44,0.27
04/05/2017,-1.18,0.54
05/05/2017,0.82,-0.93
08/05/2017,-0.99,-0.64
09/05/2017,0.66,-1.32
10/05/2017,0.70,-0.18
11/05/2017,-0.65,0.38
12/05/2017,1.33,-0.87
15/05/2017,0.89,0.46
16/05/2017,1.04,0.13
17/05/2017,-0.73,0.81
18/05/2017,-0.49,0.41
19/05/2017,1.04,0.27
22/05/2017,1.06,1.37
23/05/2017,-0.80,-0.35
24/05/2017,0.84,-0.56
25/05/2017,0.90,0.74
26/05/2017,-0.34,0.33
30/05/2017,0.48,-0.78
31/05/2017,-1.02,0.59
01/06/2017,0.59,0.80
02/06/2017,1.39,-0.43
05/06/2017,0.48,0.53
06/06/2017,0.48,-0.33
07/06/2017,0.00,0.89
08/06/2017,-1.19,0.63
09/06/2017,-1.13,1.03
12/06/2017,-1.35,-0.44
13/06/2017,0.91,-1.18
14/06/2017,-0.77,-0.72
15/06/2017,-0.77,-0.11
16/06/2017,-0.73,-0.59
19/06/2017,-0.69,1.03
20/06/2017,-0.69,-1.28
21/06/2017,0.65,0.26
22/06/2017,0.89,-0.76
23/06/2017,-1.04,-0.69
26/06/2017,0.89,0.16
27/06/2017,0.85,0.82
28/06/2017,0.55,0.63
29/06/2017,-1.46,-0.91
30/06/2017,0.25,0.59
03/07/2017,-1.42,-0.35
04/07/2017,-1.11,-0.60
05/07/2017,0.61,-0.32
06/07/2017,-1.03,-1.02
07/07/2017,-1.98,-0.67
10/07/2017,1.38,-0.53
11/07/2017,1.44,0.61
12/07/2017,0.87,-0.87
13/07/2017,-1.23,-0.56
14/07/2017,1.51,-0.26
17/07/2017,0.79,0.80
18/07/2017,0.61,0.09
19/07/2017,-0.56,0.97
20/07/2017,1.24,0.56
21/07/2017,0.65,0.73
24/07/2017,-1.07,0.34
25/07/2017,0.61,-0.53
26/07/2017,1.60,0.89
27/07/2017,-1.17,0.75
28/07/2017,1.10,-0.30
31/07/2017,-0.35,-0.71
01/08/2017,-0.65,1.02
02/08/2017,-1.10,0.55
03/08/2017,1.18,0.46
04/08/2017,-1.85,0.52
07/08/2017,1.27,-0.33
08/08/2017,1.10,-0.34
09/08/2017,1.72,-0.91
10/08/2017,0.24,0.15
11/08/2017,-0.84,0.55
14/08/2017,-0.69,0.86
15/08/2017,-1.12,1.02
16/08/2017,1.43,0.36
17/08/2017,0.87,-0.54
18/08/2017,-0.87,-0.97
21/08/2017,0.00,0.44
22/08/2017,0.48,0.99
23/08/2017,-0.87,0.91
24/08/2017,0.73,-0.47
25/08/2017,1.85,-0.82
29/08/2017,-0.95,0.44
30/08/2017,-0.76,0.43
31/08/2017,0.96,-0.54
01/09/2017,1.31,1.61
04/09/2017,0.67,-0.88
05/09/2017,-0.78,0.50
06/09/2017,0.34,0.81
07/09/2017,1.54,0.98
08/09/2017,-1.41,0.43
11/09/2017,-0.75,0.41
12/09/2017,0.95,0.65
13/09/2017,-0.95,0.45
14/09/2017,-0.53,-0.95
15/09/2017,-0.98,-0.76
18/09/2017,-1.47,0.28
19/09/2017,1.16,-0.48
20/09/2017,-1.57,-0.36
21/09/2017,0.34,-0.90
22/09/2017,-0.34,-0.44
25/09/2017,0.59,0.36
26/09/2017,-0.84,-1.21
27/09/2017,-0.64,0.46
28/09/2017,0.49,-0.34
29/09/2017,-1.29,0.72
02/10/2017,0.43,-1.16
03/10/2017,1.14,0.25
04/10/2017,-0.99,-0.14
05/10/2017,-0.46,-0.86
06/10/2017,1.33,-0.44
09/10/2017,1.09,0.49
10/10/2017,0.42,0.14
11/10/2017,0.51,-1.00
12/10/2017,0.17,1.16
13/10/2017,1.10,0.99
16/10/2017,-1.31,-0.41
17/10/2017,-0.97,0.28
18/10/2017,0.67,0.85
19/10/2017,0.54,0.53
20/10/2017,-0.68,-1.19
23/10/2017,0.49,-0.60
24/10/2017,-0.92,0.70
25/10/2017,0.69,-0.64
26/10/2017,-1.21,-0.70
27/10/2017,0.30,0.35
30/10/2017,0.71,-0.34
31/10/2017,0.84,-0.31
01/11/2017,0.91,-0.76
02/11/2017,0.17,0.66
03/11/2017,-1.00,-0.38
06/11/2017,0.73,0.74
07/11/2017,-0.24,0.41
08/11/2017,0.79,-0.97
09/11/2017,-0.76,0.54
10/11/2017,-0.66,0.61
13/11/2017,0.24,0.81
14/11/2017,1.03,0.25
15/11/2017,-0.66,-0.20
16/11/2017,0.51,-0.70
17/11/2017,0.59,-0.51
20/11/2017,-0.92,0.77
21/11/2017,-0.45,-0.41
22/11/2017,0.88,0.58
23/11/2017,-0.51,0.38
24/11/2017,0.54,-0.47
27/11/2017,-0.42,0.53
28/11/2017,-1.01,0.51
29/11/2017,-1.39,0.11
30/11/2017,-0.95,0.58
01/12/2017,-0.74,-0.49
04/12/2017,-0.52,-0.79
05/12/2017,-1.02,-0.53
06/12/2017,-1.13,-0.61
07/12/2017,-0.73,-0.40
08/12/2017,0.25,-0.75
11/12/2017,-0.59,-0.45
12/12/2017,-0.69,-0.83
13/12/2017,1.39,-0.59
14/12/2017,-0.40,-0.53
15/12/2017,0.81,-0.71
18/12/2017,0.64,0.38
19/12/2017,0.43,0.82
20/12/2017,-0.50,0.54
21/12/2017,0.43,0.69
22/12/2017,1.42,-0.14
27/12/2017,1.21,0.58
28/12/2017,1.60,0.00
08/01/2018,-0.45,1.08
10/01/2018,-0.85,1.72
11/01/2018,0.80,0.44
12/01/2018,1.09,0.50
15/01/2018,-1.15,0.53
16/01/2018,0.82,0.97
17/01/2018,-0.84,-0.63
18/01/2018,-0.54,0.37
19/01/2018,-0.17,-0.51
22/01/2018,-0.57,0.45
23/01/2018,1.11,-0.42
24/01/2018,1.39,0.25
25/01/2018,-0.83,1.23
26/01/2018,-0.61,0.30
29/01/2018,-0.48,-0.36
30/01/2018,-0.61,-0.83
31/01/2018,-0.48,0.28
01/02/2018,-0.57,0.11
02/02/2018,-1.23,-0.52
05/02/2018,-0.64,-0.87
06/02/2018,-0.83,0.43
07/02/2018,-1.44,-0.41
08/02/2018,0.25,-0.71
09/02/2018,0.65,-0.83
12/02/2018,1.05,-0.32
13/02/2018,-0.39,0.79
14/02/2018,1.22,0.48
15/02/2018,0.24,0.91
16/02/2018,-0.83,1.10
19/02/2018,-0.95,-0.16
20/02/2018,-0.90,-0.64
21/02/2018,0.43,-0.71
22/02/2018,0.94,-0.84
23/02/2018,0.60,-0.40
26/02/2018,-0.60,-0.17
27/02/2018,-1.01,0.65
28/02/2018,-0.87,-0.76
01/03/2018,0.89,-0.77
02/03/2018,0.63,-0.88
05/03/2018,0.82,1.05
06/03/2018,0.39,-0.38
07/03/2018,-1.00,0.91
08/03/2018,0.17,-0.39
09/03/2018,-0.43,-0.79
12/03/2018,0.58,-0.17
13/03/2018,0.76,-0.33
14/03/2018,-0.72,0.52
15/03/2018,-0.52,0.25
16/03/2018,-1.07,-0.60
19/03/2018,-0.46,-0.81
20/03/2018,-0.18,0.42
21/03/2018,1.30,-0.33
22/03/2018,0.25,0.89
23/03/2018,0.70,0.77
26/03/2018,0.42,1.15
27/03/2018,-1.05,0.66
28/03/2018,-1.03,-0.90
29/03/2018,1.21,-0.82
03/04/2018,-0.60,-0.80
04/04/2018,-0.97,0.85
05/04/2018,-0.43,0.54
06/04/2018,0.63,-0.85
09/04/2018,0.96,0.51
10/04/2018,0.67,0.24
11/04/2018,0.74,0.72
12/04/2018,-0.95,0.94
13/04/2018,0.76,-0.83
16/04/2018,0.39,0.42
17/04/2018,1.39,0.65
18/04/2018,1.21,-0.73
19/04/2018,-0.70,0.83
20/04/2018,-1.01,-0.46
23/04/2018,-1.42,-0.94
24/04/2018,-0.43,-0.97
25/04/2018,0.25,0.59
26/04/2018,-0.52,-0.74
27/04/2018,-0.95,-0.27
30/04/2018,-0.89,0.25
01/05/2018,0.78,-0.79
02/05/2018,0.84,-0.68
03/05/2018,-0.55,-0.47
04/05/2018,0.43,0.91
08/05/2018,-0.17,-0.66
09/05/2018,0.99,-0.46
10/05/2018,0.98,0.74
11/05/2018,-0.83,0.61
14/05/2018,-1.19,0.65
15/05/2018,-0.97,-0.58
16/05/2018,0.89,-1.37
17/05/2018,0.17,-0.54
18/05/2018,-0.55,-0.37
21/05/2018,1.21,-0.31
22/05/2018,-0.55,0.06
23/05/2018,-0.35,0.60
24/05/2018,0.98,-0.56
25/05/2018,-1.08,1.11
29/05/2018,-0.80,-0.32
30/05/2018,1.05,-0.78
31/05/2018,-0.89,0.63
01/06/2018,0.35,0.60
04/06/2018,-0.58,-0.91
05/06/2018,0.99,0.26
06/06/2018,1.10,-0.51
07/06/2018,-0.39,0.79
08/06/2018,0.49,-0.47
11/06/2018,0.75,0.28
12/06/2018,0.54,0.32
13/06/2018,1.14,-0.27
14/06/2018,0.76,-0.44
15/06/2018,-1.90,0.71
18/06/2018,-1.23,-1.16
19/06/2018,-0.65,-0.54
20/06/2018,-0.50,-0.65
21/06/2018,1.05,-0.39
22/06/2018,-0.55,-0.79
25/06/2018,-0.96,0.49
26/06/2018,-0.30,-0.19
27/06/2018,-0.79,-0.81
28/06/2018,-0.70,-0.67
29/06/2018,-0.56,-0.49
02/07/2018,-0.56,-0.30
03/07/2018,0.85,-0.46
04/07/2018,-0.77,0.56
05/07/2018,0.53,0.56
06/07/2018,1.15,-0.11
09/07/2018,-1.30,-0.11
10/07/2018,-0.31,0.73
11/07/2018,-0.69,-0.80
12/07/2018,-0.44,-0.46
13/07/2018,0.00,-0.66
16/07/2018,-0.50,-0.58
17/07/2018,-1.45,-0.22
18/07/2018,-1.08,-0.82
19/07/2018,0.85,-0.82
20/07/2018,0.86,-0.75
23/07/2018,0.40,0.96
24/07/2018,0.60,-0.56
25/07/2018,-0.44,0.53
26/07/2018,-1.08,0.51
27/07/2018,0.94,-0.51
30/07/2018,-0.62,-0.59
31/07/2018,0.54,-0.11
01/08/2018,-0.40,-0.48
02/08/2018,-0.76,-0.40
03/08/2018,-0.31,-0.54
06/08/2018,0.88,0.26
07/08/2018,-0.88,-0.74
08/08/2018,0.94,0.47
09/08/2018,-0.82,-0.48
10/08/2018,-1.11,0.63
13/08/2018,-0.99,0.06
14/08/2018,-1.18,-1.08
15/08/2018,-1.22,-0.53
16/08/2018,0.61,-1.12
17/08/2018,0.80,-0.37
20/08/2018,0.45,-0.41
21/08/2018,0.41,0.71
22/08/2018,-1.12,0.75
23/08/2018,-0.18,0.69
24/08/2018,1.38,-0.60
28/08/2018,-1.19,0.67
29/08/2018,-0.41,1.10
30/08/2018,-0.26,-0.81
31/08/2018,-0.94,-0.76
03/09/2018,-1.38,0.66
04/09/2018,-0.75,-0.45
05/09/2018,0.82,-0.88
06/09/2018,-0.75,0.70
07/09/2018,0.46,0.84
10/09/2018,-0.80,-0.72
11/09/2018,0.46,-0.44
12/09/2018,0.70,-0.75
13/09/2018,-0.27,0.70
14/09/2018,-0.56,1.09
17/09/2018,0.53,-0.81
18/09/2018,-0.42,-0.06
19/09/2018,0.56,-0.38
20/09/2018,0.84,0.51
21/09/2018,-0.32,0.65
24/09/2018,-0.42,-0.89
25/09/2018,1.14,0.58
26/09/2018,-0.62,-0.27
27/09/2018,-0.89,-0.80
28/09/2018,1.31,-0.86
01/10/2018,-0.56,0.40
02/10/2018,1.26,0.42
03/10/2018,-0.84,1.14
04/10/2018,0.18,-0.54
05/10/2018,-1.08,0.43
08/10/2018,-0.98,0.17
09/10/2018,0.59,-1.18
10/10/2018,0.42,-0.34
11/10/2018,1.18,0.51
12/10/2018,0.98,1.19
15/10/2018,0.32,1.09
16/10/2018,-0.84,0.91
17/10/2018,-0.96,0.25
18/10/2018,0.81,-0.37
19/10/2018,0.37,-0.70
22/10/2018,0.76,0.63
23/10/2018,0.45,-0.67
24/10/2018,-0.18,1.06
25/10/2018,-0.58,-0.66
26/10/2018,-0.52,0.14
29/10/2018,-1.24,0.50
30/10/2018,-0.77,-0.50
31/10/2018,0.88,-0.66
01/11/2018,1.60,-0.92
02/11/2018,-0.76,1.15
05/11/2018,-0.49,0.28
06/11/2018,-0.45,0.11
07/11/2018,-1.11,-0.23
08/11/2018,-1.02,-0.37
09/11/2018,-1.12,-0.69
12/11/2018,-0.99,-1.02
13/11/2018,-0.60,-0.69
14/11/2018,1.07,-0.53
15/11/2018,1.05,0.31
16/11/2018,0.72,0.85
19/11/2018,0.75,0.93
20/11/2018,-0.37,-0.26
21/11/2018,0.83,0.34
22/11/2018,-1.35,0.50
23/11/2018,0.94,0.28
26/11/2018,-0.85,-0.53
27/11/2018,-0.94,-0.14
28/11/2018,0.90,-0.42
29/11/2018,-0.46,-0.81
30/11/2018,1.03,1.04
03/12/2018,1.05,-0.84
04/12/2018,-0.67,1.02
05/12/2018,-0.83,0.90
06/12/2018,0.85,-0.60
07/12/2018,0.56,0.73
10/12/2018,0.87,0.25
11/12/2018,0.32,0.41
12/12/2018,0.41,-0.06
13/12/2018,-0.83,0.19
14/12/2018,0.37,-0.49
17/12/2018,0.61,-0.77
18/12/2018,-0.26,0.71
19/12/2018,0.92,0.61
20/12/2018,-0.74,0.84
21/12/2018,-0.32,0.62
24/12/2018,1.61,-0.36
27/12/2018,1.26,0.88
28/12/2018,1.05,0.93
31/12/2018,-0.40,0.55
02/01/2019,0.78,0.77
03/01/2019,1.05,-0.90
04/01/2019,0.54,0.98
07/01/2019,-0.84,-0.67
08/01/2019,-0.36,0.41
09/01/2019,0.74,0.51
10/01/2019,-0.40,-0.48
11/01/2019,-0.64,0.54
14/01/2019,-0.31,0.36
15/01/2019,-0.62,-0.40
16/01/2019,0.47,-0.35
17/01/2019,-0.82,-0.71
18/01/2019,-1.17,-0.60
21/01/2019,0.00,0.45
22/01/2019,0.91,-0.42
23/01/2019,-0.74,0.55
24/01/2019,0.70,0.89
25/01/2019,1.42,0.80
28/01/2019,1.04,0.64
29/01/2019,0.62,0.49
30/01/2019,1.00,0.98
31/01/2019,-0.64,-0.59
01/02/2019,-1.29,-0.70
04/02/2019,0.87,0.40
05/02/2019,-0.92,-0.37
06/02/2019,-0.36,-0.43
07/02/2019,0.67,0.61
08/02/2019,-0.69,-0.80
11/02/2019,0.82,0.52
12/02/2019,-0.85,0.46
13/02/2019,-0.86,-0.32
14/02/2019,0.78,0.62
15/02/2019,0.76,0.82
18/02/2019,0.31,0.81
19/02/2019,1.27,0.85
20/02/2019,-0.88,-0.96
21/02/2019,-0.50,-0.41
22/02/2019,0.73,0.39
25/02/2019,-0.89,-0.67
26/02/2019,0.44,-0.41
27/02/2019,-0.53,-0.53
28/02/2019,-1.27,-0.74
01/03/2019,-1.60,-1.42
04/03/2019,-0.57,-0.35
05/03/2019,-0.32,0.40
06/03/2019,-0.36,-0.21
07/03/2019,0.52,0.94
08/03/2019,1.09,-0.56
11/03/2019,0.99,0.58
12/03/2019,0.70,0.87
13/03/2019,-1.36,-0.93
14/03/2019,0.89,0.78
15/03/2019,0.40,0.40
18/03/2019,0.44,0.40
19/03/2019,-0.76,-0.55
20/03/2019,1.20,0.67
21/03/2019,-0.72,0.36
22/03/2019,0.65,0.79
25/03/2019,-0.74,-0.50
26/03/2019,-0.51,-0.71
27/03/2019,-1.15,-1.05
28/03/2019,-0.79,0.14
29/03/2019,-0.45,-0.38
01/04/2019,-0.55,-0.50
02/04/2019,0.97,0.11
03/04/2019,-0.73,-0.75
04/04/2019,0.85,0.64
05/04/2019,-0.60,0.95
08/04/2019,0.87,0.48
09/04/2019,-0.26,0.43
10/04/2019,-0.75,-0.71
11/04/2019,-0.79,-0.59
12/04/2019,-0.93,-0.82
15/04/2019,0.26,-0.85
16/04/2019,0.61,-0.20
17/04/2019,-0.55,-0.11
18/04/2019,0.37,-0.70
23/04/2019,-1.07,0.41
24/04/2019,0.64,0.85
25/04/2019,0.95,0.52
26/04/2019,-0.45,-0.60
29/04/2019,0.32,0.47
30/04/2019,-0.84,0.34
01/05/2019,-1.17,-1.00
02/05/2019,-0.37,0.77
03/05/2019,1.09,0.46
07/05/2019,0.82,0.56
08/05/2019,-0.86,0.26
09/05/2019,-0.41,0.28
10/05/2019,-0.96,0.81
13/05/2019,0.80,0.46
14/05/2019,0.64,0.23
15/05/2019,-0.37,-0.75
16/05/2019,-1.46,-0.92
17/05/2019,-0.67,-0.56
20/05/2019,0.32,-0.67
21/05/2019,0.19,0.46
22/05/2019,0.56,0.88
23/05/2019,0.70,-0.30
24/05/2019,-0.69,-0.57
28/05/2019,-0.85,0.51
29/05/2019,0.42,-0.23
30/05/2019,0.75,1.07
31/05/2019,1.25,1.29
03/06/2019,0.32,0.74
04/06/2019,0.90,0.90
05/06/2019,0.88,0.18
06/06/2019,-0.55,0.62
07/06/2019,-1.05,-0.95
10/06/2019,-0.58,-0.57
11/06/2019,0.80,0.78
12/06/2019,0.18,0.52
13/06/2019,1.25,1.07
14/06/2019,-1.28,-0.86
17/06/2019,0.88,0.06
18/06/2019,0.58,0.45
19/06/2019,1.61,1.62
20/06/2019,-0.51,1.13
21/06/2019,0.72,0.78
24/06/2019,0.44,1.35
25/06/2019,-0.97,-1.38
26/06/2019,-0.18,-0.32
27/06/2019,-0.44,0.68
28/06/2019,0.51,-1.16
01/07/2019,-0.77,0.26
02/07/2019,0.96,1.27
03/07/2019,-0.44,0.31
04/07/2019,-0.68,-1.36
05/07/2019,-0.96,0.91
08/07/2019,-0.55,-0.78
09/07/2019,0.68,1.10
10/07/2019,1.06,0.62
11/07/2019,-0.90,-0.66
